id,product_name,category,manufacturer,net_quantity,mrp,mfg_date,consumer_care,country_of_origin,compliance_status,violations,scanned_timestamp,ocr_confidence
LMC-01075,Rava Upma Breakfast Mix 250 g,Ready-to-Eat,"Vedic Agro Industries Pvt Ltd, Gat No. 118, Urse, Talegaon MIDC, Pune, Maharashtra - 410506",250 g,Rs. 68.00 (Incl. of all taxes),01/2026,Email: care@vedic.com | Ph: 1800-990-9176,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-10 20:49:36,91%
LMC-01076,Diet Murmura Mix 200 g,Snacks & Namkeen,"Godavari Mills & Refineries, Guntur",200 g,Rs. 56.00 (Incl. of all taxes),01/2026,Email: care@godavari.com | Ph: 1800-390-1876,India,NEEDS REVIEW,Rule 6(1)(a): Physical address of manufacturer incomplete (missing PIN code/city); Rule 7: Font size / unit symbol ambiguous or truncated under OCR,2026-08-10 14:14:36,63%
LMC-01077,Pure Sesame Gingelly Oil 100 ml,Edible Oils,"Surya Packaged Commodities LLP, Industrial Growth Centre, Mandideep, Bhopal, MP - 462046",100 ml,Rs. 913.00 (Incl. of all taxes),02/2026,Helpline: 1800-114-6546 (Email missing),India,NEEDS REVIEW,Rule 6(1)(c): Non-standard unit abbreviation used ('gms' / 'gm' instead of standard 'g'); Rule 6(1)(e): Missing consumer care email address,2026-07-21 21:59:36,62%
LMC-01078,Palak Paneer Ready Curry 500 g,Ready-to-Eat,"Surya Packaged Commodities LLP, Industrial Growth Centre, Mandideep, Bhopal, MP - 462046",500 g,Rs. 180.00 (Incl. of all taxes),04/2026,Email: care@surya.com | Ph: 1800-623-8638,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-25 23:07:36,94%
LMC-01079,Choco Chip Delight Cookies 50 g,Biscuits & Cookies,"Vedic Agro Industries Pvt Ltd, Gat No. 118, Urse, Talegaon MIDC, Pune, Maharashtra - 410506",50 g,Rs. 360.00 (Incl. of all taxes),Not Declared,Email: care@vedic.com | Ph: 1800-375-4941,India,NON-COMPLIANT,Rule 6(1)(d): Month and year of manufacture/packing missing,2026-07-25 15:11:36,75%
LMC-01080,Tangy Tomato Nacho Chips 500 g,Snacks & Namkeen,"Kaveri Spices & Naturals, 14/B, Spice Park, Puttady, Idukki, Kerala - 685551",500 g,Rs. 272.00 (Incl. of all taxes),03/2026,Email: care@kaveri.com | Ph: 1800-451-5943,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-26 20:02:36,94%
LMC-01081,Bourbon Chocolate Cream Biscuits 200 g,Biscuits & Cookies,"Ananya Consumer Goods Ltd, Plot 42, Sector 8, IMT Manesar, Gurugram, Haryana - 122050",200 g,Rs. 261.00 (Incl. of all taxes),01/2026,Email: care@ananya.com | Ph: 1800-103-3904,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-31 21:12:36,96%
LMC-01082,Alphonso Mango Nectar 250 ml,Beverages & Juices,Not Declared,250 ml,Rs. 619.00 (Incl. of all taxes),07/2026,Email: care@surya.com | Ph: 1800-924-6826,India,NON-COMPLIANT,Rule 6(1)(a): Manufacturer/packer declaration entirely missing,2026-07-07 23:33:36,85%
LMC-01083,Green Tea Lemon Honey Bags 50 g,Tea & Coffee,"Ananya Consumer Goods Ltd, Plot 42, Sector 8, IMT Manesar, Gurugram, Haryana - 122050",50 g,Rs. 618.00,08/2026,Email: care@ananya.com | Ph: 1800-856-8583,Not Declared,NON-COMPLIANT,Rule 6(1)(da): Missing 'Inclusive of all taxes' declaration with MRP; Rule 6(1)(n): Missing Country of Origin declaration,2026-08-16 10:34:36,75%
LMC-01084,Diet Murmura Mix 500 g,Snacks & Namkeen,Not Declared,500 g,Not Declared,01/2026,Email: care@kaveri.com | Ph: 1800-237-6191,India,NON-COMPLIANT,Rule 6(1)(da): Maximum Retail Price (MRP) declaration absent; Rule 6(1)(a): Manufacturer/packer declaration entirely missing,2026-07-15 17:49:36,85%
LMC-01085,Salted Crackers 500 g,Biscuits & Cookies,"Vedic Agro Industries Pvt Ltd, Gat No. 118, Urse, Talegaon MIDC, Pune, Maharashtra - 410506",500 g,Rs. 551.00 (Incl. of all taxes),02/2026,Email: care@vedic.com | Ph: 1800-601-6506,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-22 01:40:36,97%
LMC-01086,Caramel Toffee Pouch 200 g,Chocolates & Confectionery,"Ananya Consumer Goods Ltd, Plot 42, Sector 8, IMT Manesar, Gurugram, Haryana - 122050",200 g,Rs. 626.00 (Incl. of all taxes),05/2026,Email: care@ananya.com | Ph: 1800-293-4252,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-11 02:54:36,94%
LMC-01087,Premium Assam CTC Tea 400 g,Tea & Coffee,"Ananya Consumer Goods Ltd, Plot 42, Sector 8, IMT Manesar, Gurugram, Haryana - 122050",400 g,Rs. 736.00 (Incl. of all taxes),03/2026,Email: care@ananya.com | Ph: 1800-194-9154,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-15 08:35:36,96%
LMC-01088,Chakki Fresh Pure Atta 5 kg,Atta & Flours,"Navrang Agro Commodities Corp, GIDC Naroda, Ahmedabad, Gujarat - 382330",5 kg,Rs. 908.00 (Incl. of all taxes),08/2026,Email: care@navrang.com | Ph: 1800-952-6573,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-31 10:07:36,89%
LMC-01089,Premium Assam CTC Tea 750 g,Tea & Coffee,"Kaveri Spices & Naturals, 14/B, Spice Park, Puttady, Idukki, Kerala - 685551",750 g,Rs. 726.00 (Incl. of all taxes),05/2026,Email: care@kaveri.com | Ph: 1800-343-6875,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-15 09:43:36,91%
LMC-01090,Cold Pressed Mustard Oil 1 L,Edible Oils,"Kaveri Spices & Naturals, 14/B, Spice Park, Puttady, Idukki, Kerala - 685551",1 L,Rs. 383.00 (Incl. of all taxes),05/2026,Helpline: 1800-260-3571 (Email missing),India,NEEDS REVIEW,Rule 6(1)(e): Missing consumer care email address,2026-07-24 11:46:36,78%
LMC-01091,Salted Table Butter 400 g,Dairy Products,"Navrang Agro Commodities Corp, GIDC Naroda, Ahmedabad, Gujarat - 382330",400 g,Rs. 32.00 (Incl. of all taxes),03/2026,Email: care@navrang.com | Ph: 1800-259-5679,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-26 16:32:36,94%
LMC-01092,Tangy Tomato Nacho Chips 400 g,Snacks & Namkeen,"Ananya Consumer Goods Ltd, Plot 42, Sector 8, IMT Manesar, Gurugram, Haryana - 122050",400 g,Rs. 830.00 (Incl. of all taxes),Not Declared,Email: care@ananya.com | Ph: 1800-646-5531,India,NON-COMPLIANT,Rule 6(1)(d): Month and year of manufacture/packing missing,2026-08-27 14:12:36,96%
LMC-01093,Royal Garam Masala Blend 400 g,Spices & Condiments,"Surya Packaged Commodities LLP, Industrial Growth Centre, Mandideep, Bhopal, MP - 462046",400 g,Rs. 522.00 (Incl. of all taxes),07/2026,Email: care@surya.com | Ph: 1800-374-4796,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-07 19:22:36,92%
LMC-01094,Royal Garam Masala Blend 750 g,Spices & Condiments,"Vedic Agro Industries Pvt Ltd, Gat No. 118, Urse, Talegaon MIDC, Pune, Maharashtra - 410506",750 g,Rs. 933.00 (Incl. of all taxes),08/2026,Email: care@vedic.com | Ph: 1800-333-7718,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-12 06:30:36,98%
LMC-01095,Salted Crackers 400 g,Biscuits & Cookies,"Godavari Mills & Refineries, Sy. No. 340, Autonagar, Guntur, Andhra Pradesh - 522001",400 g,Rs. 894.00 (Incl. of all taxes),08/2026,Not Declared,India,NON-COMPLIANT,Rule 6(1)(e): Complete consumer care grievance contact details missing,2026-08-09 15:22:36,94%
LMC-01096,Dal Makhani Heat & Eat Meal 100 g,Ready-to-Eat,"Ananya Consumer Goods Ltd, Plot 42, Sector 8, IMT Manesar, Gurugram, Haryana - 122050",100 g,Rs. 69.00 (Incl. of all taxes),03/2026,Email: care@ananya.com | Ph: 1800-774-3820,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-28 20:43:36,90%
LMC-01097,Agmark Haldi Turmeric Powder 200 g,Spices & Condiments,"Ananya Consumer Goods Ltd, Plot 42, Sector 8, IMT Manesar, Gurugram, Haryana - 122050",200 gms,Rs. 507.00 (Incl. of all taxes),08/2026,Email: care@ananya.com | Ph: 1800-848-5760,India,NEEDS REVIEW,Rule 6(1)(c): Non-standard unit abbreviation used ('ML' / 'ltr' instead of 'ml' / 'L'); Rule 6(1)(c): Non-standard unit abbreviation used ('gms' / 'gm' instead of standard 'g'),2026-08-24 13:50:36,78%
LMC-01098,Pure Sesame Gingelly Oil 2 L,Edible Oils,"Navrang Agro Commodities Corp, GIDC Naroda, Ahmedabad, Gujarat - 382330",2 L,Rs. 860.00 (Incl. of all taxes),07/2026,Helpline: 1800-673-2311 (Email missing),India,NEEDS REVIEW,Rule 6(1)(e): Missing consumer care email address,2026-08-29 16:35:36,70%
LMC-01099,100% Valencia Orange Juice 500 ml,Beverages & Juices,"Kaveri Spices & Naturals, 14/B, Spice Park, Puttady, Idukki, Kerala - 685551",500 ml,Rs. 940.00 (Incl. of all taxes),08/2026,Email: care@kaveri.com | Ph: 1800-258-4090,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-11 06:44:36,98%
LMC-01100,Salted Crackers 250 g,Biscuits & Cookies,"Kaveri Spices & Naturals, 14/B, Spice Park, Puttady, Idukki, Kerala - 685551",250 g,Rs. 169.00 (Incl. of all taxes),02/2026,Email: care@kaveri.com | Ph: 1800-505-4829,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-22 01:41:36,90%
LMC-01101,Kasuri Methi 200 g,Spices & Condiments,"Pristine Foods & Agro Ltd, Phase 2, Peenya Industrial Area, Bengaluru, Karnataka - 560058",200 g,Rs. 420.00 (Incl. of all taxes),01/2026,Email: care@pristine.com | Ph: 1800-372-4569,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-06 16:56:36,88%
LMC-01102,Green Tea Lemon Honey Bags 50 g,Tea & Coffee,"Ananya Consumer Goods Ltd, Plot 42, Sector 8, IMT Manesar, Gurugram, Haryana - 122050",Not Declared,Rs. 631.00 (Incl. of all taxes),06/2026,Email: care@ananya.com | Ph: 1800-402-2457,India,NON-COMPLIANT,Rule 6(1)(c): Net quantity declaration absent,2026-08-19 08:13:36,81%
LMC-01103,Rava Upma Breakfast Mix 750 g,Ready-to-Eat,"Vedic Agro Industries Pvt Ltd, Gat No. 118, Urse, Talegaon MIDC, Pune, Maharashtra - 410506",750 g,Rs. 520.00 (Incl. of all taxes),04/2026,Email: care@vedic.com | Ph: 1800-541-7871,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-12 07:01:36,88%
LMC-01104,100% Valencia Orange Juice 250 ml,Beverages & Juices,"Pristine Foods & Agro Ltd, Phase 2, Peenya Industrial Area, Bengaluru, Karnataka - 560058",250 ml,Rs. 624.00 (Incl. of all taxes),05/2026,Email: care@pristine.com | Ph: 1800-976-8077,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-14 13:43:36,94%
LMC-01105,Royal Garam Masala Blend 400 g,Spices & Condiments,"Vedic Agro Industries Pvt Ltd, Gat No. 118, Urse, Talegaon MIDC, Pune, Maharashtra - 410506",400 gms,Rs. 702.00 (Incl. of all taxes),03/2026,Email: care@vedic.com | Ph: 1800-993-9481,India,NEEDS REVIEW,Rule 7: Font size / unit symbol ambiguous or truncated under OCR; Rule 6(1)(c): Non-standard unit abbreviation used ('gms' / 'gm' instead of standard 'g'),2026-07-12 14:50:36,62%
LMC-01106,Sharbati Whole Wheat Atta 1 kg,Atta & Flours,"Vedic Agro Industries Pvt Ltd, Gat No. 118, Urse, Talegaon MIDC, Pune, Maharashtra - 410506",1 kg,Rs. 842.00 (Incl. of all taxes),07/2026,Email: care@vedic.com | Ph: 1800-265-7693,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-22 09:35:36,91%
LMC-01107,Dark Silk Chocolate Bar 200 g,Chocolates & Confectionery,Not Declared,Not Declared,Rs. 699.00 (Incl. of all taxes),01/2026,Email: care@pristine.com | Ph: 1800-574-9953,India,NON-COMPLIANT,Rule 6(1)(c): Net quantity declaration absent; Rule 6(1)(a): Manufacturer/packer declaration entirely missing,2026-08-23 17:23:36,89%
LMC-01108,Khatta Meetha Mixture 250 g,Snacks & Namkeen,"Surya Packaged Commodities LLP, Industrial Growth Centre, Mandideep, Bhopal, MP - 462046",250 g,Not Declared,06/2026,Email: care@surya.com | Ph: 1800-837-2799,India,NON-COMPLIANT,Rule 6(1)(da): Missing 'Inclusive of all taxes' declaration with MRP; Rule 6(1)(da): Maximum Retail Price (MRP) declaration absent,2026-08-29 13:57:36,91%
LMC-01109,Diet Murmura Mix 200 g,Snacks & Namkeen,"Navrang Agro Commodities Corp, GIDC Naroda, Ahmedabad, Gujarat - 382330",200 g,Not Declared,05/2026,Email: care@navrang.com | Ph: 1800-721-7029,India,NON-COMPLIANT,Rule 6(1)(da): Missing 'Inclusive of all taxes' declaration with MRP; Rule 6(1)(da): Maximum Retail Price (MRP) declaration absent,2026-08-06 15:30:36,79%
LMC-01110,Instant Masala Noodles 400 g,Ready-to-Eat,"Navrang Agro Commodities Corp, GIDC Naroda, Ahmedabad, Gujarat - 382330",400 g,Rs. 359.00 (Incl. of all taxes),02/2026,Email: care@navrang.com | Ph: 1800-402-4661,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-09-02 19:47:36,99%
LMC-01111,Instant Masala Noodles 750 g,Ready-to-Eat,"Ananya Consumer Goods Ltd, Plot 42, Sector 8, IMT Manesar, Gurugram, Haryana - 122050",750 g,Rs. 558.00 (Incl. of all taxes),06/2026,Email: care@ananya.com | Ph: 1800-148-6854,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-11 05:44:36,90%
LMC-01112,Multigrain Fibre Atta 5 kg,Atta & Flours,"Ananya Consumer Goods Ltd, Plot 42, Sector 8, IMT Manesar, Gurugram, Haryana - 122050",5 kg,Rs. 305.00 (Incl. of all taxes),06/2026,Email: care@ananya.com | Ph: 1800-201-5593,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-26 23:12:36,91%
LMC-01113,Bourbon Chocolate Cream Biscuits 100 g,Biscuits & Cookies,"Navrang Agro Commodities Corp, GIDC Naroda, Ahmedabad, Gujarat - 382330",100 g,Rs. 387.00 (Incl. of all taxes),05/2026,Email: care@navrang.com | Ph: 1800-529-6508,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-30 19:48:36,89%
LMC-01114,Rava Upma Breakfast Mix 200 g,Ready-to-Eat,"Ananya Consumer Goods Ltd, Gurugram",200 g,Rs. 886.00 (Incl. of all taxes),07/2026,Email: care@ananya.com | Ph: 1800-468-2278,India,NEEDS REVIEW,Rule 6(1)(a): Physical address of manufacturer incomplete (missing PIN code/city); Rule 7: Font size / unit symbol ambiguous or truncated under OCR,2026-08-04 00:13:36,61%
LMC-01115,Palak Paneer Ready Curry 400 g,Ready-to-Eat,"Ananya Consumer Goods Ltd, Plot 42, Sector 8, IMT Manesar, Gurugram, Haryana - 122050",400 g,Rs. 82.00,01/2026,Email: care@ananya.com | Ph: 1800-444-9075,India,NON-COMPLIANT,Rule 6(1)(da): Missing 'Inclusive of all taxes' declaration with MRP,2026-07-08 02:35:36,87%
LMC-01116,Mixed Fruit Orchard Blend 500 ml,Beverages & Juices,"Vedic Agro Industries Pvt Ltd, Gat No. 118, Urse, Talegaon MIDC, Pune, Maharashtra - 410506",500 ml,Not Declared,Not Declared,Email: care@vedic.com | Ph: 1800-284-3600,India,NON-COMPLIANT,Rule 6(1)(da): Maximum Retail Price (MRP) declaration absent; Rule 6(1)(d): Month and year of manufacture/packing missing,2026-08-18 05:50:36,88%
LMC-01117,Tangy Tomato Nacho Chips 50 g,Snacks & Namkeen,"Surya Packaged Commodities LLP, Industrial Growth Centre, Mandideep, Bhopal, MP - 462046",50 g,Rs. 461.00 (Incl. of all taxes),03/2026,Email: care@surya.com | Ph: 1800-103-5721,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-09-01 05:14:36,95%
LMC-01118,Pure Malai Paneer 500 g,Dairy Products,"Pristine Foods & Agro Ltd, Phase 2, Peenya Industrial Area, Bengaluru, Karnataka - 560058",500 g,Rs. 149.00 (Incl. of all taxes),04/2026,Email: care@pristine.com | Ph: 1800-639-5958,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-10 20:55:36,95%
LMC-01119,Diet Murmura Mix 250 g,Snacks & Namkeen,"Godavari Mills & Refineries, Sy. No. 340, Autonagar, Guntur, Andhra Pradesh - 522001",250 g,Rs. 87.00 (Incl. of all taxes),03/2026,Email: care@godavari.com | Ph: 1800-126-3076,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-04 06:55:36,88%
LMC-01120,Greek Style Plain Yogurt 500 g,Dairy Products,"Himalayan Organic Ventures, SIDCUL Industrial Estate, Pantnagar, Uttarakhand - 263153",500 g,Rs. 285.00 (Incl. of all taxes),03/2026,Email: care@himalayan.com | Ph: 1800-213-5836,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-03 19:00:36,92%
LMC-01121,Caramel Toffee Pouch 250 g,Chocolates & Confectionery,"Surya Packaged Commodities LLP, Industrial Growth Centre, Mandideep, Bhopal, MP - 462046",250 g,Rs. 641.00 (Incl. of all taxes),04/2026,Email: care@surya.com | Ph: 1800-847-1110,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-25 01:12:36,97%
LMC-01122,Pure Malai Paneer 750 g,Dairy Products,"Vedic Agro Industries Pvt Ltd, Gat No. 118, Urse, Talegaon MIDC, Pune, Maharashtra - 410506",750 g,Rs. 208.00 (Incl. of all taxes),08/2026,Email: care@vedic.com | Ph: 1800-832-5784,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-16 21:22:36,98%
LMC-01123,Kashmiri Degi Mirch Powder 750 g,Spices & Condiments,"Himalayan Organic Ventures, SIDCUL Industrial Estate, Pantnagar, Uttarakhand - 263153",750 g,Rs. 572.00 (Incl. of all taxes),04/2026,Email: care@himalayan.com | Ph: 1800-599-2755,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-09-02 09:53:36,88%
LMC-01124,Kasuri Methi 200 g,Spices & Condiments,"Surya Packaged Commodities LLP, Industrial Growth Centre, Mandideep, Bhopal, MP - 462046",200 g,Rs. 262.00 (Incl. of all taxes),Not Declared,Email: care@surya.com | Ph: 1800-628-1178,Not Declared,NON-COMPLIANT,Rule 6(1)(n): Missing Country of Origin declaration; Rule 6(1)(d): Month and year of manufacture/packing missing,2026-07-26 05:57:36,79%
LMC-01125,Darjeeling Whole Leaf Black Tea 200 g,Tea & Coffee,"Kaveri Spices & Naturals, 14/B, Spice Park, Puttady, Idukki, Kerala - 685551",200 g,Rs. 679.00 (Incl. of all taxes),05/2026,Email: care@kaveri.com | Ph: 1800-135-4319,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-24 18:37:36,95%
LMC-01126,Sparkling Apple Cider Drink 750 ml,Beverages & Juices,"Himalayan Organic Ventures, SIDCUL Industrial Estate, Pantnagar, Uttarakhand - 263153",750 ml,Not Declared,04/2026,Email: care@himalayan.com | Ph: 1800-536-5833,Not Declared,NON-COMPLIANT,Rule 6(1)(da): Maximum Retail Price (MRP) declaration absent; Rule 6(1)(n): Missing Country of Origin declaration,2026-08-22 19:50:36,83%
LMC-01127,Roasted Arabica Coffee Beans 400 g,Tea & Coffee,"Himalayan Organic Ventures, SIDCUL Industrial Estate, Pantnagar, Uttarakhand - 263153",400 g,Rs. 726.00,Not Declared,Email: care@himalayan.com | Ph: 1800-524-8611,India,NON-COMPLIANT,Rule 6(1)(d): Month and year of manufacture/packing missing; Rule 6(1)(da): Missing 'Inclusive of all taxes' declaration with MRP,2026-07-29 20:56:36,79%
LMC-01128,Instant Chicory Coffee Powder 750 g,Tea & Coffee,"Himalayan Organic Ventures, SIDCUL Industrial Estate, Pantnagar, Uttarakhand - 263153",750 g,Rs. 311.00 (Incl. of all taxes),03/2026,Email: care@himalayan.com | Ph: 1800-904-1389,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-15 00:05:36,92%
LMC-01129,Refined Sunflower Cooking Oil 1 L,Edible Oils,"Vedic Agro Industries Pvt Ltd, Gat No. 118, Urse, Talegaon MIDC, Pune, Maharashtra - 410506",1 L,Rs. 192.00 (Incl. of all taxes),02/2026,Email: care@vedic.com | Ph: 1800-277-4685,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-29 05:27:36,93%
LMC-01130,Refined Sunflower Cooking Oil 750 ml,Edible Oils,"Vedic Agro Industries Pvt Ltd, Gat No. 118, Urse, Talegaon MIDC, Pune, Maharashtra - 410506",750 ml,Rs. 166.00 (Incl. of all taxes),06/2026,Email: care@vedic.com | Ph: 1800-595-8896,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-19 18:30:36,89%
LMC-01131,Tender Coconut Water Drink 200 ml,Beverages & Juices,"Pristine Foods & Agro Ltd, Phase 2, Peenya Industrial Area, Bengaluru, Karnataka - 560058",200 ml,Rs. 856.00 (Incl. of all taxes),04/2026,Email: care@pristine.com | Ph: 1800-912-7173,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-11 17:01:36,88%
LMC-01132,Poha Instant Breakfast Bowl 400 g,Ready-to-Eat,"Godavari Mills & Refineries, Sy. No. 340, Autonagar, Guntur, Andhra Pradesh - 522001",400 g,Rs. 660.00 (Incl. of all taxes),06/2026,Email: care@godavari.com | Ph: 1800-262-7311,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-11 09:32:36,96%
LMC-01133,Rice Flour Fine 5 kg,Atta & Flours,"Surya Packaged Commodities LLP, Industrial Growth Centre, Mandideep, Bhopal, MP - 462046",5 kg,Rs. 409.00 (Incl. of all taxes),05/2026,Email: care@surya.com | Ph: 1800-639-4266,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-28 07:42:36,96%
LMC-01134,Palak Paneer Ready Curry 100 g,Ready-to-Eat,"Surya Packaged Commodities LLP, Industrial Growth Centre, Mandideep, Bhopal, MP - 462046",100 g,Rs. 762.00,02/2026,Email: care@surya.com | Ph: 1800-586-4368,India,NON-COMPLIANT,Rule 6(1)(da): Missing 'Inclusive of all taxes' declaration with MRP,2026-08-28 02:20:36,83%
LMC-01135,Refined Groundnut Oil 1 L,Edible Oils,"Pristine Foods & Agro Ltd, Phase 2, Peenya Industrial Area, Bengaluru, Karnataka - 560058",1 L,Rs. 795.00,05/2026,Email: care@pristine.com | Ph: 1800-365-6127,India,NON-COMPLIANT,Rule 6(1)(da): Missing 'Inclusive of all taxes' declaration with MRP,2026-08-29 14:03:36,91%
LMC-01136,Salted Table Butter 400 g,Dairy Products,"Navrang Agro Commodities Corp, GIDC Naroda, Ahmedabad, Gujarat - 382330",400 g,Rs. 347.00 (Incl. of all taxes),05/2026,Email: care@navrang.com | Ph: 1800-558-5370,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-14 01:44:36,98%
LMC-01137,Kashmiri Degi Mirch Powder 400 g,Spices & Condiments,"Navrang Agro Commodities Corp, GIDC Naroda, Ahmedabad, Gujarat - 382330",400 gms,Rs. 194.00 (Incl. of all taxes),06/2026,Helpline: 1800-418-4572 (Email missing),India,NEEDS REVIEW,Rule 6(1)(e): Missing consumer care email address; Rule 6(1)(c): Non-standard unit abbreviation used ('gms' / 'gm' instead of standard 'g'),2026-07-26 04:02:36,70%
LMC-01138,Roasted Salted Makhana 200 g,Snacks & Namkeen,"Kaveri Spices & Naturals, 14/B, Spice Park, Puttady, Idukki, Kerala - 685551",200 g,Rs. 71.00 (Incl. of all taxes),05/2026,Not Declared,India,NON-COMPLIANT,Rule 6(1)(e): Complete consumer care grievance contact details missing,2026-08-26 21:42:36,84%
